Num;Referencia;Requisito;Documento;NFR
174;MON-174;The Clarus system shall disseminate data in response to a change notification request.;2005 - clarus low.pdf;Funcional
175;MON-175;The Clarus system shall be able to notify subscribers when data sets become available.;2005 - clarus low.pdf;Funcional
176;MON-176;The Clarus system shall enable environmental data queries by location reference.;2005 - clarus low.pdf;Funcional
177;MON-177;The Clarus system shall enable environmental data queries by timestamp.;2005 - clarus low.pdf;Funcional
178;MON-178;The Clarus system shall enable environmental data queries by quality.;2005 - clarus low.pdf;Funcional
179;MON-179;The Clarus system shall enable environmental data queries by source.;2005 - clarus low.pdf;Funcional
180;MON-180;The Clarus system shall allow users to create a data subscription request.;2005 - clarus low.pdf;Funcional
181;MON-181;The Clarus system shall be able to publish new data within twenty minutes of data receipt.;2005 - clarus low.pdf;No funcional
182;MON-182;The Clarus system shall respond to a request for information within one minute.;2005 - clarus low.pdf;No funcional
183;MON-183;The Clarus system shall be able to handle three hundred simultaneous requests for environmental data.;2005 - clarus low.pdf;No funcional
184;MON-184;The Clarus system shall be able to implement quality checking spatial tests using available data.;2005 - clarus low.pdf;Funcional
185;MON-185;The Clarus system shall provide notification of data quality conditions to data contributors.;2005 - clarus low.pdf;Funcional
186;MON-186;The Clarus system shall detect out of range values;2005 - clarus low.pdf;Funcional
187;MON-187;The Clarus system shall not modify original observations;2005 - clarus low.pdf;Funcional
188;MON-188;The Clarus system shall allow human quality checks of observations.;2005 - clarus low.pdf;Funcional
189;MON-189;The Clarus system shall record the methods applied when deriving quality checking information.;2005 - clarus low.pdf;Funcional
190;MON-190;The Clarus system shall be able to implement quality checking rules for specific environmental situations;2005 - clarus low.pdf;Funcional
191;MON-191;The Clarus system shall be able to implement quality checking rules specific to observation locations.;2005 - clarus low.pdf;Funcional
192;MON-192;The Clarus system shall be able to base its quality checking process on values from multiple observations;2005 - clarus low.pdf;Funcional
193;MON-193;The Clarus system shall be able to base its quality checking process on values distributed in time;2005 - clarus low.pdf;Funcional
194;MON-194;The Clarus system shall be able to base its quality checking process on historical environmental data.;2005 - clarus low.pdf;Funcional
195;MON-195;The Clarus system shall be able to complete an automated quality checking check of environmental data within ten seconds of data receipt.;2005 - clarus low.pdf;No funcional
196;MON-196;The Clarus system shall be able to be hosted at one or more physical locations.;2005 - clarus low.pdf;No funcional
197;MON-197;The Clarus system shall use hardware that implements industry accepted standard interfaces.;2005 - clarus low.pdf;No funcional
198;MON-198;The Clarus system shall use software that implements industry accepted standard interfaces;2005 - clarus low.pdf;No funcional
199;MON-199;The Clarus system shall be able to operate on redundant hardware.;2005 - clarus low.pdf;No funcional
200;MON-200;All HTML coding shall meet FHWA requirements for web sites.;2005 - clarus low.pdf;No funcional
201;MON-201;The Clarus system shall support modular components;2005 - clarus low.pdf;No funcional
202;MON-202;The Clarus system shall be able to use latitude, longitude, and elevation coordinates to specify location to the nearest three feet.;2005 - clarus low.pdf;Funcional
203;MON-203;The Clarus system shall use Coordinated Universal Time (UTC) for all timestamps;2005 - clarus low.pdf;No funcional
204;MON-204;The Clarus program shall alert users to system modifications.;2005 - clarus low.pdf;Funcional
205;MON-205;The Clarus system shall be able to support six hundred concurrent users.;2005 - clarus low.pdf;No funcional
206;MON-206;The Clarus system shall be able to support six thousand registered users;2005 - clarus low.pdf;No funcional
207;MON-207;The Clarus system shall be able to respond to 95% of all requests for environmental data 95% of the time;2005 - clarus low.pdf;No funcional
208;MON-208;The Clarus program shall maintain continuous 24x7 operations;2005 - clarus low.pdf;No funcional
209;MON-209;The Clarus program shall provide an environment that has uninterruptible power for the Clarus system.;2005 - clarus low.pdf;No funcional
210;MON-210;The Clarus program shall provide an environment that has redundant communication for the Clarus system.;2005 - clarus low.pdf;No funcional
211;MON-211;The Clarus program shall provide setup support.;2005 - clarus low.pdf;Funcional
212;MON-212;The Clarus program shall provide for customer service;2005 - clarus low.pdf;Funcional
213;MON-213;The Clarus program shall define data retention standards.;2005 - clarus low.pdf;Funcional
214;MON-214;The Clarus program shall provide documentation of Clarus standards.;2005 - clarus low.pdf;Funcional
215;MON-215;The Clarus program shall maintain a comprehensive Clarus system test environment;2005 - clarus low.pdf;Funcional
216;MON-216;The Clarus program shall test all software changes in the designated test environment before deployment to production;2005 - clarus low.pdf;Funcional
